customer_id,trips,total_revenue,avg_price,first_trip,last_trip,recency_days,tenure_days,trips_per_month
20,4,35.129999999999995,8.782499999999999,2024-07-27 03:09:00,2025-04-23 01:40:00,7,269,0.4013377926421405
21,3,47.410000000000004,15.803333333333335,2024-07-12 17:10:00,2025-01-31 11:26:00,89,202,0.3879310344827586
22,3,43.980000000000004,14.660000000000002,2024-09-08 12:55:00,2024-11-04 12:33:00,177,56,1.0465116279069768
23,7,91.63,13.09,2024-08-06 10:56:00,2025-04-27 15:50:00,3,264,0.7142857142857142
24,4,64.95,16.2375,2024-08-18 13:34:00,2025-04-24 18:39:00,6,249,0.4301075268817204
25,4,48.629999999999995,12.157499999999999,2024-07-26 11:54:00,2025-03-08 23:24:00,53,225,0.47058823529411764
26,5,84.17,16.834,2024-08-12 11:02:00,2025-02-21 06:02:00,68,192,0.6756756756756757
27,4,41.78,10.445,2024-06-11 22:54:00,2024-10-20 15:56:00,192,130,0.75
28,6,63.57,10.595,2024-05-03 05:58:00,2025-03-20 07:44:00,41,321,0.5128205128205129
29,4,102.07,25.5175,2024-11-13 19:16:00,2025-03-27 20:28:00,34,134,0.7317073170731707
30,5,48.0,9.6,2024-06-12 23:53:00,2025-04-17 00:07:00,13,308,0.4437869822485207
31,3,32.43,10.81,2024-10-31 00:45:00,2025-03-16 17:15:00,45,136,0.5421686746987951
32,3,82.88999999999999,27.629999999999995,2024-06-27 04:21:00,2025-02-05 17:29:00,84,223,0.3557312252964427
33,5,52.57,10.514,2024-06-18 00:48:00,2025-04-06 21:27:00,24,292,0.46583850931677023
34,2,28.669999999999998,14.334999999999999,2024-08-19 12:11:00,2024-08-27 18:48:00,246,8,1.5789473684210527
35,2,11.29,5.645,2024-12-19 12:06:00,2025-04-27 14:46:00,3,129,0.37735849056603776
36,2,36.519999999999996,18.259999999999998,2025-04-09 14:42:00,2025-04-24 05:26:00,6,14,1.3636363636363635
37,5,78.25,15.65,2024-09-11 04:22:00,2025-04-27 09:39:00,3,228,0.5813953488372093
38,9,81.86,9.095555555555556,2024-05-21 03:42:00,2025-03-29 20:46:00,32,312,0.7894736842105263
39,3,27.7,9.233333333333333,2024-05-30 02:57:00,2025-03-21 01:45:00,40,294,0.27777777777777773
40,2,11.97,5.985,2024-06-18 10:59:00,2025-02-18 14:53:00,71,245,0.2181818181818182
41,4,26.839999999999996,6.709999999999999,2024-08-20 12:21:00,2025-02-25 06:25:00,64,188,0.5504587155963303
42,2,33.82,16.91,2025-03-31 02:47:00,2025-04-05 22:50:00,25,5,1.7142857142857142
43,4,38.95,9.7375,2024-07-21 06:18:00,2025-04-25 06:46:00,5,278,0.3896103896103896
44,3,18.54,6.18,2024-07-31 21:55:00,2025-03-10 21:39:00,51,221,0.3585657370517928
45,4,73.02,18.255,2024-05-16 11:23:00,2025-03-25 14:57:00,36,313,0.3498542274052478
46,7,72.56,10.365714285714287,2024-07-07 23:17:00,2025-01-15 04:52:00,105,191,0.9502262443438915
47,3,44.29,14.763333333333334,2024-06-27 02:32:00,2025-02-17 07:25:00,72,235,0.339622641509434
48,7,70.62,10.088571428571429,2024-05-01 23:06:00,2025-04-02 13:16:00,28,335,0.5753424657534247
49,4,42.16,10.54,2024-05-24 10:54:00,2025-02-28 06:13:00,61,279,0.3883495145631068
50,2,23.57,11.785,2024-08-25 16:51:00,2024-11-15 23:15:00,166,82,0.5357142857142857
51,6,110.09,18.348333333333333,2024-06-17 13:12:00,2025-04-26 07:50:00,4,312,0.5263157894736842
52,6,43.71,7.285,2024-05-15 04:01:00,2025-03-20 08:52:00,41,309,0.5309734513274336
53,5,59.68,11.936,2024-05-22 21:04:00,2025-02-20 09:26:00,69,273,0.49504950495049505
54,5,83.22,16.644,2024-06-12 18:06:00,2025-03-03 08:37:00,58,263,0.5119453924914675
55,3,63.2,21.066666666666666,2024-09-19 08:14:00,2025-03-18 14:54:00,43,180,0.42857142857142855
56,5,76.09,15.218,2024-06-09 21:31:00,2024-11-05 16:22:00,176,148,0.8426966292134831
57,5,31.38,6.276,2024-06-11 11:47:00,2025-01-16 01:02:00,104,218,0.6048387096774194
58,2,51.03,25.515,2024-08-28 11:27:00,2024-09-21 20:37:00,221,24,1.1111111111111112
59,5,41.67,8.334,2024-11-20 03:02:00,2025-04-14 11:50:00,16,145,0.8571428571428572
60,5,56.59,11.318000000000001,2024-05-10 00:57:00,2024-12-05 06:16:00,146,209,0.6276150627615062
61,4,82.7,20.675,2024-05-07 23:59:00,2024-09-15 20:19:00,227,130,0.75
62,2,40.72,20.36,2024-09-03 05:17:00,2024-12-15 04:50:00,136,102,0.45454545454545453
63,2,8.25,4.125,2024-05-03 16:33:00,2025-03-22 04:21:00,39,322,0.17045454545454547
64,4,41.13,10.2825,2024-07-08 23:08:00,2024-09-16 05:32:00,226,69,1.2121212121212122
65,1,3.0,3.0,2024-11-23 03:39:00,2024-11-23 03:39:00,158,0,1.0
66,5,58.08,11.616,2024-08-28 10:28:00,2025-04-25 13:22:00,5,240,0.5555555555555556
67,4,60.050000000000004,15.012500000000001,2024-07-12 08:33:00,2025-03-28 19:20:00,33,259,0.4152249134948097
68,6,69.42,11.57,2024-09-03 09:01:00,2025-03-27 09:23:00,34,205,0.7659574468085106
69,5,60.67,12.134,2024-05-13 01:02:00,2025-04-10 00:43:00,20,331,0.41551246537396125
70,7,86.53999999999999,12.362857142857141,2024-06-01 20:48:00,2025-04-19 18:09:00,11,321,0.5982905982905983
71,1,16.33,16.33,2024-10-05 18:37:00,2024-10-05 18:37:00,207,0,1.0
72,4,20.51,5.1275,2024-06-29 10:16:00,2025-02-27 23:35:00,62,243,0.43956043956043955
73,4,82.47,20.6175,2024-08-12 17:52:00,2025-03-06 00:42:00,55,205,0.5106382978723405
74,4,76.85000000000001,19.212500000000002,2024-06-12 05:14:00,2025-04-11 13:08:00,19,303,0.3603603603603604
75,2,48.32,24.16,2024-07-15 19:18:00,2024-10-24 00:03:00,188,100,0.46153846153846145
76,2,16.55,8.275,2024-06-15 19:10:00,2025-01-14 19:41:00,106,213,0.2469135802469136
77,4,46.62,11.655,2024-07-13 00:01:00,2025-02-13 02:41:00,76,215,0.48979591836734687
78,3,28.1,9.366666666666667,2024-08-01 22:40:00,2025-02-27 16:37:00,62,209,0.37656903765690375
79,5,39.230000000000004,7.846000000000001,2024-05-05 00:30:00,2025-04-07 09:37:00,23,337,0.40871934604904636
80,4,58.35,14.5875,2024-05-08 06:13:00,2025-04-02 18:09:00,28,329,0.3342618384401114
81,3,53.71,17.903333333333332,2024-05-12 04:58:00,2025-04-02 19:59:00,28,325,0.2535211267605634
82,3,27.130000000000003,9.043333333333335,2024-10-03 17:38:00,2024-11-29 04:10:00,152,56,1.0465116279069768
83,7,83.74,11.962857142857143,2024-07-26 06:21:00,2025-04-27 19:01:00,3,275,0.6885245901639344
84,5,53.72,10.744,2024-05-17 21:14:00,2025-04-01 23:40:00,29,319,0.42979942693409745
85,6,110.18,18.363333333333333,2024-07-06 10:01:00,2025-03-29 22:51:00,32,266,0.6081081081081081
86,4,35.24,8.81,2024-05-29 20:33:00,2025-04-03 05:06:00,27,308,0.35502958579881655
87,3,66.29,22.096666666666668,2024-05-25 00:24:00,2025-04-08 17:45:00,22,318,0.25862068965517243
88,2,16.54,8.27,2025-01-04 13:57:00,2025-03-06 01:05:00,55,60,0.6666666666666666
89,1,14.85,14.85,2024-07-22 21:06:00,2024-07-22 21:06:00,282,0,1.0
90,5,51.2,10.24,2024-08-17 19:38:00,2025-04-16 07:36:00,14,241,0.5535055350553506
91,2,8.76,4.38,2024-08-18 16:45:00,2025-03-28 22:51:00,33,222,0.23809523809523808
92,4,42.26,10.565,2024-06-03 21:45:00,2024-09-08 18:24:00,234,96,0.9523809523809523
93,3,61.480000000000004,20.493333333333336,2024-05-19 13:56:00,2025-03-05 07:08:00,56,289,0.2821316614420063
94,3,40.86,13.62,2024-07-14 03:04:00,2025-04-17 08:38:00,13,277,0.2931596091205212
95,4,58.18,14.545,2024-07-12 08:04:00,2025-03-17 05:52:00,44,247,0.43321299638989175
96,3,34.64,11.546666666666667,2024-07-26 03:35:00,2024-11-08 00:23:00,173,104,0.6716417910447761
97,4,51.959999999999994,12.989999999999998,2024-08-04 23:19:00,2025-02-16 21:49:00,73,195,0.5333333333333333
98,2,51.089999999999996,25.544999999999998,2024-07-13 15:08:00,2024-10-07 23:35:00,205,86,0.5172413793103449
99,5,59.81,11.962,2024-05-19 13:25:00,2024-12-24 15:31:00,127,219,0.6024096385542168
100,7,73.88,10.554285714285713,2024-06-09 10:37:00,2025-03-20 02:18:00,41,283,0.6709265175718849
101,5,52.99,10.598,2024-05-06 19:23:00,2025-02-16 00:49:00,73,285,0.47619047619047616
102,3,43.6,14.533333333333333,2024-09-19 13:42:00,2025-03-28 13:33:00,33,189,0.4109589041095891
103,1,3.69,3.69,2024-08-07 14:15:00,2024-08-07 14:15:00,266,0,1.0
104,1,9.99,9.99,2024-05-03 01:28:00,2024-05-03 01:28:00,362,0,1.0
105,8,121.07000000000001,15.133750000000001,2024-08-31 20:21:00,2025-01-22 18:29:00,98,143,1.3872832369942196
106,4,93.53,23.3825,2024-06-15 20:47:00,2025-03-07 04:00:00,54,264,0.4081632653061224
107,3,27.86,9.286666666666667,2024-08-04 08:34:00,2025-03-27 02:01:00,34,234,0.3409090909090909
108,4,36.94,9.235,2024-05-13 21:38:00,2025-03-28 14:01:00,33,318,0.3448275862068966
109,5,72.98,14.596,2024-11-06 09:14:00,2025-01-17 20:15:00,103,72,1.4705882352941178
110,1,7.99,7.99,2024-06-26 16:56:00,2024-06-26 16:56:00,308,0,1.0
111,1,11.61,11.61,2025-02-27 18:27:00,2025-02-27 18:27:00,62,0,1.0
112,10,94.54,9.454,2024-05-05 20:02:00,2025-04-23 20:14:00,7,353,0.7832898172323759
113,3,32.12,10.706666666666665,2024-06-10 13:26:00,2024-09-18 05:10:00,224,99,0.6976744186046512
114,4,62.93,15.7325,2024-07-09 21:15:00,2025-03-03 12:01:00,58,236,0.45112781954887216
115,1,6.88,6.88,2024-07-03 08:00:00,2024-07-03 08:00:00,301,0,1.0
116,2,29.409999999999997,14.704999999999998,2024-05-22 22:53:00,2024-10-05 00:05:00,207,135,0.36363636363636365
117,1,4.02,4.02,2024-08-06 12:05:00,2024-08-06 12:05:00,267,0,1.0
118,5,58.11,11.622,2024-05-26 11:59:00,2025-01-17 20:52:00,103,236,0.5639097744360902
119,4,34.53,8.6325,2024-05-16 14:30:00,2024-10-26 03:59:00,186,162,0.625
120,3,61.25,20.416666666666668,2024-07-07 01:02:00,2025-03-16 22:13:00,45,252,0.3191489361702127
121,4,73.37,18.3425,2024-09-11 21:27:00,2025-03-09 08:39:00,52,178,0.5769230769230769
122,5,46.18,9.236,2024-08-07 22:41:00,2025-02-19 04:04:00,70,195,0.6666666666666666
123,5,63.370000000000005,12.674000000000001,2024-06-14 12:02:00,2025-04-13 14:41:00,17,303,0.45045045045045046
124,8,72.54,9.0675,2024-08-19 02:41:00,2025-03-15 14:44:00,46,208,1.0084033613445378
125,1,7.68,7.68,2024-06-14 08:08:00,2024-06-14 08:08:00,320,0,1.0
126,8,62.629999999999995,7.828749999999999,2024-05-31 16:33:00,2025-02-09 09:20:00,80,253,0.8480565371024735
127,4,39.74,9.935,2024-06-02 20:37:00,2025-04-25 17:48:00,5,326,0.33707865168539325
128,1,14.39,14.39,2025-01-24 22:52:00,2025-01-24 22:52:00,96,0,1.0
129,1,12.43,12.43,2024-06-24 03:41:00,2024-06-24 03:41:00,310,0,1.0
130,5,37.39,7.478,2024-06-14 18:23:00,2025-04-12 09:08:00,18,301,0.45317220543806647
131,3,22.92,7.640000000000001,2024-06-24 21:45:00,2025-01-02 03:09:00,118,191,0.4072398190045249
132,5,55.28,11.056000000000001,2024-06-28 17:48:00,2025-04-01 12:14:00,29,276,0.4901960784313726
133,3,32.45,10.816666666666668,2024-05-18 13:00:00,2025-03-23 09:58:00,38,308,0.2662721893491124
134,3,28.58,9.526666666666666,2024-09-14 07:13:00,2025-03-10 03:28:00,51,176,0.4368932038834952
135,1,8.35,8.35,2025-04-09 15:00:00,2025-04-09 15:00:00,21,0,1.0
136,2,19.09,9.545,2025-01-25 14:56:00,2025-04-06 07:47:00,24,70,0.6
137,4,33.03,8.2575,2024-06-01 23:19:00,2025-02-22 03:27:00,67,265,0.4067796610169491
138,2,33.43,16.715,2024-05-20 18:15:00,2024-11-27 16:37:00,154,190,0.27272727272727276
139,5,60.76,12.152,2024-07-27 18:10:00,2025-04-27 05:31:00,3,273,0.49504950495049505
140,4,69.27,17.3175,2024-05-27 23:19:00,2025-04-17 09:05:00,13,324,0.3389830508474576
141,3,17.32,5.773333333333333,2024-09-11 05:19:00,2025-03-19 03:17:00,42,188,0.41284403669724773
142,3,23.759999999999998,7.919999999999999,2024-06-24 23:53:00,2025-04-30 13:33:00,0,309,0.2654867256637168
143,2,22.62,11.31,2024-06-29 13:11:00,2025-04-23 13:02:00,7,297,0.18348623853211007
144,6,84.32,14.053333333333333,2024-05-23 15:43:00,2025-02-09 16:41:00,80,262,0.6164383561643836
145,1,5.63,5.63,2024-08-22 14:42:00,2024-08-22 14:42:00,251,0,1.0
146,7,87.99,12.569999999999999,2024-05-28 16:05:00,2025-04-23 12:32:00,7,329,0.584958217270195
147,3,27.07,9.023333333333333,2024-09-11 13:54:00,2025-01-05 21:53:00,115,116,0.6164383561643835
148,1,28.24,28.24,2024-07-27 03:53:00,2024-07-27 03:53:00,277,0,1.0
149,7,71.5,10.214285714285714,2024-05-30 22:28:00,2025-02-07 17:39:00,82,252,0.7446808510638298
150,3,37.25,12.416666666666666,2024-08-05 23:25:00,2025-04-16 17:56:00,14,253,0.31802120141342755
151,4,53.73,13.4325,2024-11-14 09:27:00,2025-02-14 10:27:00,75,92,0.9836065573770493
152,3,35.089999999999996,11.696666666666665,2024-06-04 13:45:00,2025-04-19 13:34:00,11,318,0.25862068965517243
153,3,29.479999999999997,9.826666666666666,2024-10-04 08:39:00,2025-02-01 04:37:00,88,119,0.6040268456375839
154,6,92.32000000000001,15.386666666666668,2024-05-05 23:27:00,2025-04-17 20:29:00,13,346,0.4787234042553192
155,5,49.04,9.808,2024-09-23 04:53:00,2025-04-22 06:44:00,8,211,0.6224066390041494
156,3,21.4,7.133333333333333,2024-08-12 10:36:00,2025-01-30 22:10:00,90,171,0.44776119402985076
157,4,67.62,16.905,2024-07-09 02:59:00,2025-03-04 06:47:00,57,238,0.44776119402985076
158,5,51.870000000000005,10.374,2024-05-05 23:18:00,2024-10-17 16:53:00,195,164,0.7731958762886598
159,1,4.21,4.21,2024-08-26 10:31:00,2024-08-26 10:31:00,247,0,1.0
160,4,47.3,11.825,2024-06-12 09:08:00,2024-09-16 08:19:00,226,95,0.9600000000000002
161,6,53.550000000000004,8.925,2024-10-20 02:11:00,2025-03-25 12:14:00,36,156,0.9677419354838709
162,2,19.54,9.77,2024-05-25 03:09:00,2024-11-11 20:53:00,170,170,0.3
163,2,14.83,7.415,2024-06-29 09:48:00,2024-09-22 01:11:00,220,84,0.5263157894736842
164,5,67.09,13.418000000000001,2024-09-01 17:26:00,2025-03-04 18:46:00,57,184,0.7009345794392523
165,2,38.36,19.18,2024-09-19 04:08:00,2024-09-30 07:32:00,212,11,1.4634146341463414
166,2,16.13,8.065,2024-07-02 05:42:00,2024-07-17 00:08:00,287,14,1.3636363636363635
167,8,88.18,11.0225,2024-07-18 00:45:00,2025-03-05 03:06:00,56,230,0.9230769230769229
168,3,68.1,22.7,2025-01-07 21:21:00,2025-04-15 10:30:00,15,97,0.7086614173228346
169,4,47.43,11.8575,2024-10-16 17:46:00,2025-04-02 09:32:00,28,167,0.6091370558375635
170,3,20.01,6.670000000000001,2024-12-10 15:16:00,2024-12-25 06:25:00,126,14,2.0454545454545454
171,8,87.69,10.96125,2024-05-19 14:05:00,2025-02-23 03:46:00,66,279,0.7766990291262136
172,2,24.89,12.445,2024-06-18 23:47:00,2024-09-20 06:16:00,222,93,0.48780487804878053
173,2,29.95,14.975,2024-08-10 17:08:00,2025-04-30 01:31:00,0,262,0.20547945205479454
174,5,69.51,13.902000000000001,2024-05-26 00:30:00,2025-04-20 23:07:00,10,329,0.4178272980501393
175,2,24.89,12.445,2025-01-06 08:23:00,2025-03-06 00:24:00,55,58,0.6818181818181818
176,3,34.0,11.333333333333334,2024-11-06 08:48:00,2025-04-27 23:21:00,3,172,0.44554455445544555
177,1,18.1,18.1,2024-10-05 11:27:00,2024-10-05 11:27:00,207,0,1.0
178,5,45.25,9.05,2024-09-20 20:13:00,2025-04-13 04:22:00,17,204,0.6410256410256411
179,6,70.88,11.813333333333333,2024-06-16 09:49:00,2024-10-31 04:31:00,181,136,1.0843373493975903
180,4,59.56,14.89,2024-09-06 22:29:00,2025-01-12 17:53:00,108,127,0.7643312101910827
181,2,8.649999999999999,4.324999999999999,2024-06-24 10:39:00,2024-10-15 03:05:00,197,112,0.4225352112676056
182,3,36.940000000000005,12.313333333333334,2024-05-15 08:00:00,2025-03-28 12:52:00,33,317,0.25936599423631124
183,1,12.65,12.65,2024-06-07 06:44:00,2024-06-07 06:44:00,327,0,1.0
184,3,29.36,9.786666666666667,2024-06-07 07:31:00,2024-12-11 00:54:00,140,186,0.41666666666666663
185,4,76.42,19.105,2024-07-17 04:12:00,2024-08-10 09:20:00,263,24,2.2222222222222223
186,6,47.43,7.905,2024-07-18 11:42:00,2025-03-22 06:24:00,39,246,0.6521739130434783
187,2,15.16,7.58,2024-11-01 05:00:00,2025-02-13 10:45:00,76,104,0.44776119402985076
188,4,56.61,14.1525,2024-07-18 16:27:00,2025-01-25 05:24:00,95,190,0.5454545454545455
189,2,13.57,6.785,2024-10-02 18:06:00,2025-01-17 09:46:00,103,106,0.4411764705882353
190,3,27.17,9.056666666666667,2024-08-02 12:35:00,2025-01-02 00:44:00,118,152,0.4945054945054945
191,4,53.06,13.265,2024-05-22 12:28:00,2025-04-18 23:35:00,12,331,0.33240997229916897
192,5,59.87,11.974,2024-05-03 01:04:00,2025-04-22 21:56:00,8,354,0.390625
193,1,11.27,11.27,2024-06-16 03:51:00,2024-06-16 03:51:00,318,0,1.0
194,10,100.0,10.0,2024-07-13 22:06:00,2025-02-21 14:43:00,68,222,1.1904761904761905
195,1,10.23,10.23,2024-11-10 02:08:00,2024-11-10 02:08:00,171,0,1.0
196,3,39.2,13.066666666666668,2024-12-11 00:11:00,2025-03-03 17:02:00,58,82,0.8035714285714286
197,2,44.09,22.045,2024-08-03 10:41:00,2025-04-10 23:43:00,20,250,0.21428571428571427
198,4,54.13,13.5325,2024-06-07 23:38:00,2025-03-12 14:55:00,49,277,0.39087947882736157
199,2,15.21,7.605,2024-12-25 22:49:00,2025-01-02 10:34:00,118,7,1.6216216216216215
200,3,28.46,9.486666666666666,2024-06-10 15:28:00,2024-10-18 07:36:00,194,129,0.5660377358490566
201,4,56.370000000000005,14.092500000000001,2024-07-13 19:23:00,2025-01-12 04:56:00,108,182,0.5660377358490566
202,6,81.1,13.516666666666666,2024-06-12 11:01:00,2025-01-02 10:54:00,118,203,0.7725321888412017
203,5,60.72,12.144,2024-05-22 06:33:00,2025-03-30 14:01:00,31,312,0.43859649122807015
204,5,64.93,12.986,2024-06-06 18:02:00,2025-04-16 01:52:00,14,313,0.43731778425655976
205,3,40.54,13.513333333333334,2024-06-30 16:38:00,2025-04-29 10:48:00,1,302,0.2710843373493976
206,5,90.84,18.168,2024-05-12 02:52:00,2024-09-16 19:27:00,226,127,0.9554140127388535
207,4,57.17,14.2925,2024-08-23 03:37:00,2025-02-12 19:27:00,77,173,0.5911330049261084
208,11,115.83,10.53,2024-06-15 14:58:00,2025-04-23 02:24:00,7,311,0.9677419354838709
209,4,35.74,8.935,2024-06-01 06:03:00,2025-01-16 23:39:00,104,229,0.46332046332046334
210,7,44.21,6.315714285714286,2024-09-29 04:50:00,2025-04-15 15:58:00,15,198,0.9210526315789475
211,1,29.29,29.29,2025-03-19 02:35:00,2025-03-19 02:35:00,42,0,1.0
212,6,40.65,6.7749999999999995,2024-06-05 10:41:00,2024-12-09 12:13:00,142,187,0.8294930875576036
213,3,23.43,7.81,2024-10-10 06:29:00,2025-04-05 02:34:00,25,176,0.4368932038834952
214,5,73.97,14.794,2024-07-30 19:37:00,2025-04-28 09:12:00,2,271,0.4983388704318937
215,2,9.14,4.57,2024-09-03 11:59:00,2025-04-19 01:53:00,11,227,0.23346303501945526
216,8,91.73,11.46625,2024-06-16 23:38:00,2025-04-21 01:44:00,9,308,0.7100591715976331
217,2,12.85,6.425,2024-07-26 03:54:00,2024-09-01 04:31:00,241,37,0.8955223880597015
218,2,15.95,7.975,2024-07-30 23:55:00,2024-12-10 11:19:00,141,132,0.37037037037037035
219,3,34.92,11.64,2024-07-16 19:04:00,2025-03-12 19:44:00,49,239,0.3345724907063197
220,1,9.79,9.79,2024-11-26 04:17:00,2024-11-26 04:17:00,155,0,1.0
221,6,70.45,11.741666666666667,2024-07-19 01:32:00,2025-04-09 15:23:00,21,264,0.6122448979591836
222,1,13.42,13.42,2024-08-19 16:08:00,2024-08-19 16:08:00,254,0,1.0
223,2,13.68,6.84,2024-11-18 09:30:00,2025-03-26 11:17:00,35,128,0.379746835443038
224,6,45.72,7.62,2024-05-16 03:14:00,2025-02-04 08:10:00,85,264,0.6122448979591836
225,5,45.83,9.166,2024-07-28 09:03:00,2025-04-01 03:56:00,29,246,0.5434782608695653
226,2,27.42,13.71,2024-11-09 20:58:00,2025-03-12 05:56:00,49,122,0.39473684210526316
227,4,45.06,11.265,2024-05-04 21:45:00,2024-12-17 05:24:00,134,226,0.46875
228,10,101.91,10.190999999999999,2024-05-18 05:02:00,2025-02-28 13:55:00,61,286,0.949367088607595
229,7,66.75999999999999,9.537142857142856,2024-07-16 18:58:00,2025-02-25 16:59:00,64,223,0.8300395256916996
230,5,42.53,8.506,2024-07-18 20:00:00,2025-03-13 19:41:00,48,237,0.5617977528089887
231,3,34.15,11.383333333333333,2024-06-30 01:45:00,2024-08-22 10:24:00,251,53,1.0843373493975903
232,3,41.59,13.863333333333335,2024-07-03 17:36:00,2025-01-21 21:51:00,99,202,0.3879310344827586
233,6,55.8,9.299999999999999,2024-06-21 16:04:00,2025-04-19 22:19:00,11,302,0.5421686746987951
234,8,101.45,12.68125,2024-05-31 12:22:00,2025-03-12 09:07:00,49,284,0.7643312101910827
235,8,76.49000000000001,9.561250000000001,2024-05-15 20:31:00,2025-01-20 19:11:00,100,249,0.8602150537634408
236,4,35.9,8.975,2024-08-04 22:55:00,2024-10-28 21:33:00,184,84,1.0526315789473684
237,5,68.74000000000001,13.748000000000001,2024-06-21 05:57:00,2025-04-25 13:32:00,5,308,0.4437869822485207
238,3,23.41,7.803333333333334,2024-10-05 21:16:00,2025-02-10 05:53:00,79,127,0.5732484076433121
239,6,70.88,11.813333333333333,2024-07-29 17:14:00,2025-03-10 09:10:00,51,223,0.7114624505928854
240,4,29.979999999999997,7.494999999999999,2024-05-30 02:46:00,2025-02-26 11:36:00,63,272,0.3973509933774835
241,4,62.32,15.58,2024-07-16 00:08:00,2025-04-28 13:32:00,2,286,0.379746835443038
242,3,29.91,9.97,2024-06-15 09:18:00,2024-11-03 09:36:00,178,141,0.5263157894736842
243,2,9.78,4.89,2024-10-16 04:32:00,2025-01-06 04:34:00,114,82,0.5357142857142857
244,1,12.6,12.6,2025-04-12 20:13:00,2025-04-12 20:13:00,18,0,1.0
245,8,122.19999999999999,15.274999999999999,2024-05-04 22:16:00,2025-03-26 22:35:00,35,326,0.6741573033707865
246,4,69.11,17.2775,2024-05-27 09:32:00,2025-04-28 04:48:00,2,335,0.32876712328767127
247,11,91.15,8.286363636363637,2024-05-10 05:53:00,2025-03-13 09:18:00,48,307,0.9792284866468843
248,5,80.17,16.034,2024-06-30 16:58:00,2025-04-26 06:13:00,4,299,0.45592705167173253
249,2,42.51,21.255,2024-05-20 07:36:00,2025-04-01 08:50:00,29,316,0.17341040462427745
250,4,56.57,14.1425,2024-07-21 15:11:00,2025-03-30 06:23:00,31,251,0.4270462633451957
251,1,15.0,15.0,2024-12-21 03:09:00,2024-12-21 03:09:00,130,0,1.0
252,2,23.87,11.935,2024-07-01 02:46:00,2024-12-15 06:11:00,136,167,0.30456852791878175
253,3,30.65,10.216666666666667,2024-06-15 00:31:00,2025-02-19 12:19:00,70,249,0.3225806451612903
254,2,25.34,12.67,2024-06-12 20:01:00,2025-02-11 00:15:00,78,243,0.21978021978021978
255,2,20.619999999999997,10.309999999999999,2024-12-01 19:45:00,2025-02-23 06:10:00,66,83,0.5309734513274337
256,2,19.880000000000003,9.940000000000001,2025-04-03 19:03:00,2025-04-11 03:08:00,19,7,1.6216216216216215
257,5,43.379999999999995,8.675999999999998,2024-05-04 08:30:00,2025-04-18 12:58:00,12,349,0.395778364116095
258,5,75.97,15.193999999999999,2024-05-02 08:26:00,2025-01-07 07:52:00,113,249,0.5376344086021505
259,5,71.41000000000001,14.282000000000002,2024-06-03 03:20:00,2025-01-21 14:34:00,99,232,0.5725190839694656
260,7,58.22,8.317142857142857,2024-08-17 03:10:00,2025-03-29 04:41:00,32,224,0.8267716535433071
261,6,54.480000000000004,9.08,2024-05-28 01:59:00,2025-03-13 22:28:00,48,289,0.5642633228840126
262,1,23.42,23.42,2024-09-28 23:09:00,2024-09-28 23:09:00,214,0,1.0
263,2,23.1,11.55,2024-05-24 07:43:00,2025-01-22 04:32:00,98,242,0.22058823529411764
264,2,14.1,7.05,2024-05-28 16:22:00,2024-10-08 22:53:00,204,133,0.36809815950920244
